Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track,isrc,spotify_id,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
The Weekend,SZA,6/9/2017,USRC11701116,3896,21.6,537523729,71149,22408790,70,366197654,2942916,15414832,103430758,98,2678,1833030,1,USRC11701116,6gU9OKjOE7ghfEd55oRO57,0.242,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,0.4,272187.0,0.366,6gU9OKjOE7ghfEd55oRO57,0.0,8.0,0.126,-9.405,0.0,0.0597,73.313,3.0,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,audio_features,spotify:track:6gU9OKjOE7ghfEd55oRO57,0.161,Indie/Alternative
Overloading Overdose,Mavins,5/13/2022,NGA3B2201001,3920,21.6,58523865,18165,3041519,53,12161436,65390,20096339,235951162,40,5319,2217236,0,NGA3B2201001,4lVEVXrlQlXPdYWMGTwrFe,0.484,https://api.spotify.com/v1/audio-analysis/4lVEVXrlQlXPdYWMGTwrFe,0.546,205000.0,0.611,4lVEVXrlQlXPdYWMGTwrFe,0.00149,0.0,0.101,-9.459,0.0,0.172,104.059,4.0,https://api.spotify.com/v1/tracks/4lVEVXrlQlXPdYWMGTwrFe,audio_features,spotify:track:4lVEVXrlQlXPdYWMGTwrFe,0.749,Indie/Alternative
Stole The Show,Kygo,3/23/2015,SEBGA1500071,3913,21.6,964765127,131842,38541359,70,530786123,3134158,9226363,69198449,124,36140,12887220,0,SEBGA1500071,5masKPHeAOVNgxdLebIcK7,0.271,https://api.spotify.com/v1/audio-analysis/5masKPHeAOVNgxdLebIcK7,0.64,223187.0,0.635,5masKPHeAOVNgxdLebIcK7,0.0,8.0,0.319,-7.565,0.0,0.226,100.034,4.0,https://api.spotify.com/v1/tracks/5masKPHeAOVNgxdLebIcK7,audio_features,spotify:track:5masKPHeAOVNgxdLebIcK7,0.475,Indie/Alternative
Chasing After You With Maren Morris,Ryan Hurd,2/12/2021,USRN12000200,3906,21.6,198942707,22915,8881878,56,61690062,458819,2860585,30889183,43,125527,993457,0,USRN12000200,1ZIKpMTRPqhwAoVXWY3tXI,0.723,https://api.spotify.com/v1/audio-analysis/1ZIKpMTRPqhwAoVXWY3tXI,0.596,207974.0,0.679,1ZIKpMTRPqhwAoVXWY3tXI,0.0,4.0,0.116,-6.395,1.0,0.0394,131.912,4.0,https://api.spotify.com/v1/tracks/1ZIKpMTRPqhwAoVXWY3tXI,audio_features,spotify:track:1ZIKpMTRPqhwAoVXWY3tXI,0.479,Pop
Looove,Travis Scott,7/28/2023,USSM12305018,3919,21.6,72380469,32141,3198359,63,2630153,52698,384088,4244746,4,19,50640,1,USSM12305018,0a4SMs889NwP8oWI7Vemle,0.0712,https://api.spotify.com/v1/audio-analysis/0a4SMs889NwP8oWI7Vemle,0.678,226715.0,0.739,0a4SMs889NwP8oWI7Vemle,0.0,3.0,0.388,-4.358,1.0,0.044,110.967,4.0,https://api.spotify.com/v1/tracks/0a4SMs889NwP8oWI7Vemle,audio_features,spotify:track:0a4SMs889NwP8oWI7Vemle,0.108,Pop
10 Freaky Girls With 21 Savage,Metro Boomin,11/2/2018,USUG11802481,3894,21.6,630863087,164540,26346726,71,93297998,924489,830969,9867664,34,1753,1411636,1,USUG11802481,0AluA5RNsa4Cx6XRhf2hWZ,0.59,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,0.797,208293.0,0.353,0AluA5RNsa4Cx6XRhf2hWZ,0.0,6.0,0.102,-9.931,0.0,0.369,87.997,4.0,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,audio_features,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,0.0731,Hip-Hop/Rap
Una Cerveza,Fuerza Regida,10/20/2023,QZ9QQ2300794,3908,21.6,159876075,8225,21015676,79,36524769,320572,2060712,14846248,14,73,595774,1,QZ9QQ2300794,0lbDzTINTToToBpkrnQT2t,0.0333,https://api.spotify.com/v1/audio-analysis/0lbDzTINTToToBpkrnQT2t,0.725,279276.0,0.801,0lbDzTINTToToBpkrnQT2t,6.13e-06,4.0,0.156,-6.544,1.0,0.0372,135.162,3.0,https://api.spotify.com/v1/tracks/0lbDzTINTToToBpkrnQT2t,audio_features,spotify:track:0lbDzTINTToToBpkrnQT2t,0.642,Electronic/Dance
Sg With Ozuna Megan Thee Stallion Lisa Of Blackpink,DJ Snake,10/22/2021,USUG12103119,3909,21.6,289013053,32179,23070902,63,256030564,6371436,50061756,358391850,29,279,1479802,1,USUG12103119,6IPNp9PfaEqrzotY47TIWy,0.00406,https://api.spotify.com/v1/audio-analysis/6IPNp9PfaEqrzotY47TIWy,0.8,225600.0,0.837,6IPNp9PfaEqrzotY47TIWy,0.00313,6.0,0.0904,-2.807,0.0,0.0491,100.015,4.0,https://api.spotify.com/v1/tracks/6IPNp9PfaEqrzotY47TIWy,audio_features,spotify:track:6IPNp9PfaEqrzotY47TIWy,0.702,Latin
Conversations,Juice WRLD,7/10/2020,USUG12001896,3904,21.6,407701213,93838,13263446,68,151055875,1970235,2249162,22493087,14,10,724745,1,USUG12001896,4K06PO78fW4mnBVenxGNob,0.176,https://api.spotify.com/v1/audio-analysis/4K06PO78fW4mnBVenxGNob,0.747,181661.0,0.622,4K06PO78fW4mnBVenxGNob,0.0,11.0,0.151,-5.825,1.0,0.0838,159.93,4.0,https://api.spotify.com/v1/tracks/4K06PO78fW4mnBVenxGNob,audio_features,spotify:track:4K06PO78fW4mnBVenxGNob,0.57,R&B/Soul
Rake It Up,Yo Gotti,6/23/2017,USSM11705366,3924,21.6,365789171,47875,14327367,58,347981506,2544004,12009436,75103695,75,8,3844287,1,USSM11705366,4knL4iPxPOZjQzTUlELGSY,0.022,https://api.spotify.com/v1/audio-analysis/4knL4iPxPOZjQzTUlELGSY,0.91,276333.0,0.444,4knL4iPxPOZjQzTUlELGSY,0.0,1.0,0.137,-8.126,0.0,0.344,149.953,4.0,https://api.spotify.com/v1/tracks/4knL4iPxPOZjQzTUlELGSY,audio_features,spotify:track:4knL4iPxPOZjQzTUlELGSY,0.53,Hip-Hop/Rap
De Vuelta Pa La Vuelta,Daddy Yankee,12/10/2020,US2BU2001211,3910,21.6,164788147,23301,15473906,62,426336235,1881474,3047195,44074315,23,27670,1159159,0,US2BU2001211,7AUhck1sPy11OExQmDDx4P,0.434,https://api.spotify.com/v1/audio-analysis/7AUhck1sPy11OExQmDDx4P,0.665,231593.0,0.94,7AUhck1sPy11OExQmDDx4P,0.0,5.0,0.0914,-3.606,1.0,0.0553,93.725,4.0,https://api.spotify.com/v1/tracks/7AUhck1sPy11OExQmDDx4P,audio_features,spotify:track:7AUhck1sPy11OExQmDDx4P,0.752,Pop
Sunshine,OneRepublic,11/10/2021,USUM72100506,3898,21.6,426609723,59377,40654330,73,21063557,222445,7424142,85043400,58,416,791789,0,USUM72100506,5r43qanLhUCdBj8HN3fa6B,0.137,https://api.spotify.com/v1/audio-analysis/5r43qanLhUCdBj8HN3fa6B,0.697,163855.0,0.875,5r43qanLhUCdBj8HN3fa6B,0.0,5.0,0.28,-4.621,1.0,0.034,140.069,4.0,https://api.spotify.com/v1/tracks/5r43qanLhUCdBj8HN3fa6B,audio_features,spotify:track:5r43qanLhUCdBj8HN3fa6B,0.774,Pop
Walk,Kodak Black,9/16/2022,USAT22214755,3903,21.6,62323136,33941,10580136,54,34075392,466729,2989810,25342217,6,2750,288137,1,USAT22214755,7kZKCghLgg9t0vvugqPXDV,0.037,https://api.spotify.com/v1/audio-analysis/7kZKCghLgg9t0vvugqPXDV,0.817,166039.0,0.512,7kZKCghLgg9t0vvugqPXDV,0.0,8.0,0.216,-6.943,1.0,0.0984,130.04,4.0,https://api.spotify.com/v1/tracks/7kZKCghLgg9t0vvugqPXDV,audio_features,spotify:track:7kZKCghLgg9t0vvugqPXDV,0.17,R&B/Soul
9 Bis 9,SIRA,5/5/2023,DEKF22300419,3935,21.5,107950388,34675,5950045,66,1812251,22038,3246009,30673708,18,15873,275083,0,DEKF22300419,5YWu6dt50Nieq8qi572RF8,0.346,https://api.spotify.com/v1/audio-analysis/5YWu6dt50Nieq8qi572RF8,0.763,131587.0,0.561,5YWu6dt50Nieq8qi572RF8,0.0109,4.0,0.0821,-8.648,0.0,0.0615,128.07,4.0,https://api.spotify.com/v1/tracks/5YWu6dt50Nieq8qi572RF8,audio_features,spotify:track:5YWu6dt50Nieq8qi572RF8,0.372,R&B/Soul
Bailando,El Jordan 23,2/10/2022,QZFZ72288773,3954,21.5,138986512,24359,2386279,61,266765542,1330194,33563623,240950847,4,609,410223,0,QZFZ72288773,6G7zOOJuIVDMOVpNKDoPgt,0.522,https://api.spotify.com/v1/audio-analysis/6G7zOOJuIVDMOVpNKDoPgt,0.823,224842.0,0.584,6G7zOOJuIVDMOVpNKDoPgt,0.0,10.0,0.0895,-7.06,0.0,0.241,95.021,4.0,https://api.spotify.com/v1/tracks/6G7zOOJuIVDMOVpNKDoPgt,audio_features,spotify:track:6G7zOOJuIVDMOVpNKDoPgt,0.576,Latin
Runaway U I Dance,MELON,2/24/2023,ZZOPM2342242,3961,21.5,13502324,3124,10531046,42,212073431,567112,6215572,136579723,1,1,106448,0,ZZOPM2342242,3H5PW5NXN6lOiRDlbGLX25,0.0116,https://api.spotify.com/v1/audio-analysis/3H5PW5NXN6lOiRDlbGLX25,0.604,161905.0,0.892,3H5PW5NXN6lOiRDlbGLX25,0.001,10.0,0.347,-5.209,0.0,0.0474,126.031,4.0,https://api.spotify.com/v1/tracks/3H5PW5NXN6lOiRDlbGLX25,audio_features,spotify:track:3H5PW5NXN6lOiRDlbGLX25,0.314,Pop
Hasta La Miel Amarga,"Luis Angel ""El Flaco""",5/1/2020,QZDQH1832675,3940,21.5,164007720,14849,8963601,41,588981015,1697071,1704435,18781987,1,1712,491755,0,QZDQH1832675,2Jkd9fXio63N7nnUboiFg1,0.424,https://api.spotify.com/v1/audio-analysis/2Jkd9fXio63N7nnUboiFg1,0.55,258393.0,0.421,2Jkd9fXio63N7nnUboiFg1,0.0,8.0,0.121,-5.378,1.0,0.0377,135.376,4.0,https://api.spotify.com/v1/tracks/2Jkd9fXio63N7nnUboiFg1,audio_features,spotify:track:2Jkd9fXio63N7nnUboiFg1,0.764,Indie/Alternative
Love Me Like This,NMIXX,3/21/2023,US5TA2200195,3937,21.5,96439278,9999,5451670,64,153565263,1299976,36819235,208385821,6,789,178962,0,US5TA2200195,6P3CtlzTKLxcNYGOS3es8m,0.00775,https://api.spotify.com/v1/audio-analysis/6P3CtlzTKLxcNYGOS3es8m,0.801,188719.0,0.805,6P3CtlzTKLxcNYGOS3es8m,0.0,8.0,0.0588,-4.169,0.0,0.0641,97.021,4.0,https://api.spotify.com/v1/tracks/6P3CtlzTKLxcNYGOS3es8m,audio_features,spotify:track:6P3CtlzTKLxcNYGOS3es8m,0.664,Latin
Buss It,Erica Banks,5/15/2020,USUYG1312999,3936,21.5,145000664,32202,13605018,53,114367853,1294275,966925936,7546931289,34,27382,1452339,1,USUYG1312999,25j0Sape7qZbq6ZPLFefTT,0.0593,https://api.spotify.com/v1/audio-analysis/25j0Sape7qZbq6ZPLFefTT,0.956,187000.0,0.502,25j0Sape7qZbq6ZPLFefTT,0.0,9.0,0.238,-5.995,1.0,0.213,110.003,4.0,https://api.spotify.com/v1/tracks/25j0Sape7qZbq6ZPLFefTT,audio_features,spotify:track:25j0Sape7qZbq6ZPLFefTT,0.795,Latin
Matte Black,$uicideboy$,7/29/2022,QZAPK2000269,3938,21.5,162889846,45505,2568098,69,82186979,804789,8712382,49371617,1,1319,351439,1,QZAPK2000269,0hPRWztAIbNkt6GcFcLiqF,0.122,https://api.spotify.com/v1/audio-analysis/0hPRWztAIbNkt6GcFcLiqF,0.877,238146.0,0.826,0hPRWztAIbNkt6GcFcLiqF,1.05e-05,10.0,0.104,-3.75,0.0,0.206,75.003,4.0,https://api.spotify.com/v1/tracks/0hPRWztAIbNkt6GcFcLiqF,audio_features,spotify:track:0hPRWztAIbNkt6GcFcLiqF,0.814,Latin
Animals,Martin Garrix,1/1/2013,NLZ541300467,3957,21.5,413855724,67911,11433179,61,62878984,569920,13747633,170836810,80,8044,17865575,1,NLZ541300467,0A9mHc7oYUoCECqByV8cQR,0.00107,https://api.spotify.com/v1/audio-analysis/0A9mHc7oYUoCECqByV8cQR,0.675,304229.0,0.868,0A9mHc7oYUoCECqByV8cQR,0.715,1.0,0.374,-6.36,1.0,0.0392,128.007,4.0,https://api.spotify.com/v1/tracks/0A9mHc7oYUoCECqByV8cQR,audio_features,spotify:track:0A9mHc7oYUoCECqByV8cQR,0.0376,Pop
Akh Lad Jaave From Loveyatri,Badshah,8/23/2018,INS181801889,3950,21.5,97600091,10461,4441829,55,966173774,5203477,2364,49191,14,681,432493,0,INS181801889,5IMFa8ISmcse5yITzrGgJo,0.00452,https://api.spotify.com/v1/audio-analysis/5IMFa8ISmcse5yITzrGgJo,0.867,180176.0,0.705,5IMFa8ISmcse5yITzrGgJo,0.0,10.0,0.0868,-3.893,0.0,0.0522,94.986,4.0,https://api.spotify.com/v1/tracks/5IMFa8ISmcse5yITzrGgJo,audio_features,spotify:track:5IMFa8ISmcse5yITzrGgJo,0.285,Pop
Uhaw,Dilaw,11/18/2022,PHW012200294,3958,21.5,42862565,5084,1645697,54,9151739,70548,62906993,670266290,3,8,8995,0,PHW012200294,5SyigMsSY8uAV1m27fhnLD,0.846,https://api.spotify.com/v1/audio-analysis/5SyigMsSY8uAV1m27fhnLD,0.695,267049.0,0.337,5SyigMsSY8uAV1m27fhnLD,0.000165,2.0,0.0643,-9.196,0.0,0.0419,122.0,4.0,https://api.spotify.com/v1/tracks/5SyigMsSY8uAV1m27fhnLD,audio_features,spotify:track:5SyigMsSY8uAV1m27fhnLD,0.184,Acoustic/Folk
Friki,Feid,12/10/2021,USUM72123054,3939,21.5,255973824,28166,14221715,71,230466044,1013942,27668937,333978136,30,13244,429833,0,USUM72123054,2WrqTrNIHqfcMCgmEo0A7E,0.0242,https://api.spotify.com/v1/audio-analysis/2WrqTrNIHqfcMCgmEo0A7E,0.826,145120.0,0.878,2WrqTrNIHqfcMCgmEo0A7E,0.0,6.0,0.0789,-2.389,0.0,0.0599,94.994,4.0,https://api.spotify.com/v1/tracks/2WrqTrNIHqfcMCgmEo0A7E,audio_features,spotify:track:2WrqTrNIHqfcMCgmEo0A7E,0.686,Latin
Goat,Number_i,1/1/2024,JPY932300029,3951,21.5,34820660,762,2929511,66,68873278,518809,14000,173000,8,620,213386,0,JPY932300029,6j67hmATAuPeHWUi50K1wS,0.03,https://api.spotify.com/v1/audio-analysis/6j67hmATAuPeHWUi50K1wS,0.67,158000.0,0.9,6j67hmATAuPeHWUi50K1wS,0.0,9.0,0.19,-2.85,1.0,0.31,179.93,4.0,https://api.spotify.com/v1/tracks/6j67hmATAuPeHWUi50K1wS,audio_features,spotify:track:6j67hmATAuPeHWUi50K1wS,0.73,Hip-Hop/Rap
Let The Light In,Lana Del Rey,3/10/2023,GBUM72206754,3932,21.5,240686521,33016,33841199,75,21619,626,53743157,349168412,3,2028,632580,0,GBUM72206754,4qG7hWhljsqqENL5PaLA2z,0.385,https://api.spotify.com/v1/audio-analysis/4qG7hWhljsqqENL5PaLA2z,0.335,278126.0,0.44,4qG7hWhljsqqENL5PaLA2z,0.00251,9.0,0.115,-9.748,1.0,0.0275,132.449,4.0,https://api.spotify.com/v1/tracks/4qG7hWhljsqqENL5PaLA2z,audio_features,spotify:track:4qG7hWhljsqqENL5PaLA2z,0.198,Indie/Alternative
Love 119,RIIZE,1/5/2024,KRA302400001,3928,21.5,40415304,2509,8351511,59,56771181,675344,664843,3801500,10,1266,80350,0,KRA302400001,0QlNUEvJTe2QtXprDcfaOA,0.432,https://api.spotify.com/v1/audio-analysis/0QlNUEvJTe2QtXprDcfaOA,0.752,173489.0,0.753,0QlNUEvJTe2QtXprDcfaOA,0.0,8.0,0.29,-4.666,1.0,0.0467,98.521,4.0,https://api.spotify.com/v1/tracks/0QlNUEvJTe2QtXprDcfaOA,audio_features,spotify:track:0QlNUEvJTe2QtXprDcfaOA,0.416,Pop
Jar Of Hearts,Christina Perri,7/27/2010,USAT21001508,3945,21.5,534874667,65494,31544782,65,562197656,3376379,11224332,109689471,42,39523,6027852,0,USAT21001508,0HZhYMZOcUzZKSFwPOti6m,0.726,https://api.spotify.com/v1/audio-analysis/0HZhYMZOcUzZKSFwPOti6m,0.349,246587.0,0.348,0HZhYMZOcUzZKSFwPOti6m,0.0,3.0,0.12,-6.142,1.0,0.0316,74.541,4.0,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,audio_features,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0.0886,Acoustic/Folk
Up,INNA,10/29/2021,ROGRA2101937,3944,21.5,35440292,7611,1055511,49,105583094,723839,35896632,1048666929,8,34144,2431616,0,ROGRA2101937,3ajgQFhKuWa4Hz6VgkThuO,0.0382,https://api.spotify.com/v1/audio-analysis/3ajgQFhKuWa4Hz6VgkThuO,0.811,150396.0,0.678,3ajgQFhKuWa4Hz6VgkThuO,0.0,0.0,0.132,-6.129,0.0,0.0402,98.044,4.0,https://api.spotify.com/v1/tracks/3ajgQFhKuWa4Hz6VgkThuO,audio_features,spotify:track:3ajgQFhKuWa4Hz6VgkThuO,0.884,Latin
Los Aparatos,El Alfa,8/3/2022,QM6P42213591,3943,21.5,137720938,30579,5580377,65,153725209,1337733,47967,950882,12,9181,602689,0,QM6P42213591,4b6KA8SAIvDy9wT12Emzfc,0.0509,https://api.spotify.com/v1/audio-analysis/4b6KA8SAIvDy9wT12Emzfc,0.868,232843.0,0.878,4b6KA8SAIvDy9wT12Emzfc,0.00052,1.0,0.0857,-3.294,1.0,0.038,112.987,4.0,https://api.spotify.com/v1/tracks/4b6KA8SAIvDy9wT12Emzfc,audio_features,spotify:track:4b6KA8SAIvDy9wT12Emzfc,0.899,Latin
Qu Nos Pas,Anuel AA,5/26/2022,QM6MZ2220000,3926,21.5,161990851,31668,4718236,68,187450025,1297403,2748358,28786547,5,576,412492,1,QM6MZ2220000,7k3qWn8D43a5ISa3x8lJux,0.436,https://api.spotify.com/v1/audio-analysis/7k3qWn8D43a5ISa3x8lJux,0.703,245739.0,0.694,7k3qWn8D43a5ISa3x8lJux,5.8e-06,3.0,0.12,-4.808,0.0,0.0607,95.0,4.0,https://api.spotify.com/v1/tracks/7k3qWn8D43a5ISa3x8lJux,audio_features,spotify:track:7k3qWn8D43a5ISa3x8lJux,0.298,Indie/Alternative
I Wont Give Up,Jason Mraz,1/1/2012,USEE11100768,3925,21.5,850863163,91617,43046356,62,21096118,126444,7909056,77268402,70,147,7898160,0,USEE11100768,53QF56cjZA9RTuuMZDrSA6,0.694,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,0.483,240166.0,0.303,53QF56cjZA9RTuuMZDrSA6,0.0,4.0,0.115,-10.058,1.0,0.0429,133.406,3.0,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,audio_features,spotify:track:53QF56cjZA9RTuuMZDrSA6,0.139,Acoustic/Folk
I Guess Im In Love,Clinton Kane,8/20/2021,USSM12104467,3959,21.5,416972132,75352,37597369,63,27881902,283314,132202012,1003766991,37,6452,791890,0,USSM12104467,1is8gU4RVcN4J8xItxWoOY,0.877,https://api.spotify.com/v1/audio-analysis/1is8gU4RVcN4J8xItxWoOY,0.422,204094.0,0.34,1is8gU4RVcN4J8xItxWoOY,1.77e-05,0.0,0.149,-6.577,1.0,0.0351,77.213,4.0,https://api.spotify.com/v1/tracks/1is8gU4RVcN4J8xItxWoOY,audio_features,spotify:track:1is8gU4RVcN4J8xItxWoOY,0.223,Acoustic/Folk
Tapo Na,RaÃ¯Â¿Â½Ã¯Â¿Â½ Saia Ro,1/22/2021,BRS4R2000060,3933,21.5,196159389,21913,6808067,53,452999889,2998357,21523496,349411180,23,1944,360078,0,BRS4R2000060,58pgi1RpcU2fVJsxhm7BIr,0.462,https://api.spotify.com/v1/audio-analysis/58pgi1RpcU2fVJsxhm7BIr,0.808,175047.0,0.796,58pgi1RpcU2fVJsxhm7BIr,0.000269,1.0,0.155,-3.169,1.0,0.0305,128.048,4.0,https://api.spotify.com/v1/tracks/58pgi1RpcU2fVJsxhm7BIr,audio_features,spotify:track:58pgi1RpcU2fVJsxhm7BIr,0.799,Latin
Sweet I Thought You Wanted To Dance,"Tyler, The Creator",6/25/2021,USQX92102138,3947,21.5,269671235,93761,9361340,69,36399833,578718,29143512,124695761,10,1366,551470,1,USQX92102138,3EG9FJ0ToLfgnc1IG2Z1wz,0.333,https://api.spotify.com/v1/audio-analysis/3EG9FJ0ToLfgnc1IG2Z1wz,0.468,588139.0,0.652,3EG9FJ0ToLfgnc1IG2Z1wz,0.000318,0.0,0.55,-4.912,1.0,0.0722,140.223,4.0,https://api.spotify.com/v1/tracks/3EG9FJ0ToLfgnc1IG2Z1wz,audio_features,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,0.39,Indie/Alternative
Try,P!nk,1/1/2012,USRC11200785,3955,21.5,662971898,94974,33907759,74,990716604,4801576,63289716,689599858,57,136141,4968,0,USRC11200785,1jF7IL57ayN4Ity3jQqGu0,0.00144,https://api.spotify.com/v1/audio-analysis/1jF7IL57ayN4Ity3jQqGu0,0.674,247907.0,0.628,1jF7IL57ayN4Ity3jQqGu0,0.0,2.0,0.0944,-7.079,1.0,0.03,103.998,4.0,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,audio_features,spotify:track:1jF7IL57ayN4Ity3jQqGu0,0.552,R&B/Soul
Can I Call You Tonight,Dayglow,1/26/2018,TCADL1825079,3930,21.5,596164214,158639,32332004,71,207640042,2700851,26297718,155192084,30,4664,2303064,0,TCADL1825079,61OJxhoY3Ix50rYVKo8zRK,0.134,https://api.spotify.com/v1/audio-analysis/61OJxhoY3Ix50rYVKo8zRK,0.641,278769.0,0.842,61OJxhoY3Ix50rYVKo8zRK,0.911,9.0,0.419,-7.27,1.0,0.0292,129.978,4.0,https://api.spotify.com/v1/tracks/61OJxhoY3Ix50rYVKo8zRK,audio_features,spotify:track:61OJxhoY3Ix50rYVKo8zRK,0.499,Pop
Sweet Child O Mine,Guns N' Roses,7/21/1987,USGF18714809,3931,21.5,1879386440,295491,96032046,80,2007460784,11222080,57957597,673282408,212,145671,10345515,1,USGF18714809,7snQQk1zcKl8gZ92AnueZW,0.09,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,0.445,356067.0,0.952,7snQQk1zcKl8gZ92AnueZW,0.0843,6.0,0.112,-5.321,1.0,0.0522,125.304,4.0,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,audio_features,spotify:track:7snQQk1zcKl8gZ92AnueZW,0.624,Rock
Obsessed,Riar Saab,9/29/2022,QMBZ92299094,3972,21.4,161366691,18781,6151558,64,167537164,1497169,16562523,286891984,22,918,479047,0,QMBZ92299094,6Z4rRhYZVQsYKmrxD40tru,0.616,https://api.spotify.com/v1/audio-analysis/6Z4rRhYZVQsYKmrxD40tru,0.798,190444.0,0.74,6Z4rRhYZVQsYKmrxD40tru,0.0,5.0,0.084,-4.099,0.0,0.0861,134.932,4.0,https://api.spotify.com/v1/tracks/6Z4rRhYZVQsYKmrxD40tru,audio_features,spotify:track:6Z4rRhYZVQsYKmrxD40tru,0.851,Latin
Ropa Cara,Camilo,1/18/2021,USSD12000609,3979,21.4,185362995,19981,3838967,50,315331221,3732558,148110661,1309968091,43,11813,421946,0,USSD12000609,7BIy3EGQhg98CsRdKYHnJC,0.105,https://api.spotify.com/v1/audio-analysis/7BIy3EGQhg98CsRdKYHnJC,0.813,163320.0,0.526,7BIy3EGQhg98CsRdKYHnJC,0.000661,4.0,0.11,-4.787,0.0,0.125,170.002,4.0,https://api.spotify.com/v1/tracks/7BIy3EGQhg98CsRdKYHnJC,audio_features,spotify:track:7BIy3EGQhg98CsRdKYHnJC,0.608,Latin
Straightenin,Migos,5/14/2021,USUG12100188,3968,21.4,135665686,61959,9905843,51,158341543,1541456,8690617,98085095,67,35358,1039383,1,USUG12100188,15EH2glphTjcarRjAsc0EB,0.0319,https://api.spotify.com/v1/audio-analysis/15EH2glphTjcarRjAsc0EB,0.848,255023.0,0.625,15EH2glphTjcarRjAsc0EB,0.0,9.0,0.101,-5.776,1.0,0.11,135.957,4.0,https://api.spotify.com/v1/tracks/15EH2glphTjcarRjAsc0EB,audio_features,spotify:track:15EH2glphTjcarRjAsc0EB,0.106,R&B/Soul
Percher,El Reino Infantil,11/17/2016,ARF061501325,3988,21.4,17238604,1581,439901,49,1267939965,2741076,289571,14803398,1,5,23734,0,ARF061501325,2UAzLKv2XWobyPtQuxE2Qc,0.263,https://api.spotify.com/v1/audio-analysis/2UAzLKv2XWobyPtQuxE2Qc,0.871,120022.0,0.551,2UAzLKv2XWobyPtQuxE2Qc,0.0,0.0,0.332,-6.233,1.0,0.0422,119.87,4.0,https://api.spotify.com/v1/tracks/2UAzLKv2XWobyPtQuxE2Qc,audio_features,spotify:track:2UAzLKv2XWobyPtQuxE2Qc,0.835,Latin
Bring Me To Life,Evanescence,1/1/2003,USWU30200093,3963,21.4,1129346989,229491,68545536,79,1380253721,9926891,98118550,906228976,91,230782,12505209,0,USWU30200093,0COqiPhxzoWICwFCS4eZcp,0.00721,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,0.331,235893.0,0.943,0COqiPhxzoWICwFCS4eZcp,2.06e-06,4.0,0.242,-3.188,0.0,0.0698,94.612,4.0,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,audio_features,spotify:track:0COqiPhxzoWICwFCS4eZcp,0.296,Rock
Me Gusta,Shakira,1/13/2020,USQX92000112,3991,21.4,353815769,49237,19452357,61,392297415,3298273,9584342,108385612,95,50623,2962296,0,USQX92000112,5Xhqh4lwJPtMUTsdBztN1a,0.0559,https://api.spotify.com/v1/audio-analysis/5Xhqh4lwJPtMUTsdBztN1a,0.775,190570.0,0.696,5Xhqh4lwJPtMUTsdBztN1a,0.00184,1.0,0.157,-5.184,0.0,0.0681,92.007,4.0,https://api.spotify.com/v1/tracks/5Xhqh4lwJPtMUTsdBztN1a,audio_features,spotify:track:5Xhqh4lwJPtMUTsdBztN1a,0.775,Latin
Middle,DJ Snake,10/16/2015,USUM71515784,3974,21.4,1068023888,136601,31036842,70,43143589,435488,34574490,288028736,193,33170,12615013,0,USUM71515784,0g5EKLgdKvNlln7TNqBByK,0.0138,https://api.spotify.com/v1/audio-analysis/0g5EKLgdKvNlln7TNqBByK,0.583,220573.0,0.695,0g5EKLgdKvNlln7TNqBByK,0.0,9.0,0.0527,-5.336,1.0,0.0423,104.879,4.0,https://api.spotify.com/v1/tracks/0g5EKLgdKvNlln7TNqBByK,audio_features,spotify:track:0g5EKLgdKvNlln7TNqBByK,0.224,Pop
