Track,Artist,Genre,Release Date,All Time Rank,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,AirPlay Spins,Shazam Counts,Explicit Track,Isrc,Spotify_id,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_signature,Valence
Iko Iko My Bestie,Justin Wellington,Latin,6/3/2019,1901,314672402,64,203831150,3345046787,212908,8651171,0,QZFYX1950028,7MC4XR9M9amdmKQr2iDF7i,0.131,0.862,182857.0,0.753,2.01e-06,5.0,0.077,-5.356,1.0,0.0625,105.039,4.0,0.827
Low Life,Future,R&B/Soul,2/12/2016,1897,884825594,72,838504706,39734161,7064,4453169,1,USSM11600557,7EiZI6JVHllARrX9PUvAdX,0.337,0.722,313547.0,0.331,0.282,8.0,0.146,-7.789,1.0,0.0726,143.961,4.0,0.102
Oi Erro Ao Vivo,Simone Mendes,Pop,3/24/2023,1899,23883628,51,341471782,5358634,173,7075,0,BRUM72202351,0T0RPIejPIMYgtpOEkGFT4,0.611,0.474,160965.0,0.554,0.0,1.0,0.318,-3.258,1.0,0.0273,102.521,4.0,0.476
Been Like This,Meghan Trainor,Pop,3/14/2024,1903,44441672,24,6534998,95682600,38516,190730,0,USSM12401540,3t7MOVjzXyqT7vPw4eNrAV,0.25,0.71,145000.0,0.71,0.0,5.0,0.31,-5.09,0.0,0.08,119.96,4.0,0.8
Light It Up Remix,Major Lazer,Electronic/Dance,5/29/2015,1907,1293191157,72,606547382,19401692,54267,10975728,0,QMUY41500182,1pjvlYOMIg1NhGQbM6iwrY,0.0375,0.747,166138.0,0.877,0.000833,9.0,0.233,-3.782,0.0,0.0664,107.991,4.0,0.752
Un Coco,Bad Bunny,Latin,5/6/2022,1904,534736940,73,243635144,327984369,1066,751985,0,QM6MZ2214892,6VrQTLzzuyGIYjUDe4kAZk,0.207,0.839,196413.0,0.69,8.33e-06,11.0,0.176,-4.464,1.0,0.0615,151.991,4.0,0.744
Tutu,Camilo,Pop,8/9/2019,1908,594224324,61,903046839,140587874,13563,1100391,0,USSD11900263,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613.0,0.832,0.0,9.0,0.0665,-2.592,1.0,0.0503,146.013,4.0,0.94
Tadow,Masego,Acoustic/Folk,10/6/2017,1911,475786302,72,587498816,1965697775,3354,6595975,0,QM24S1703810,6FMMd1fixOMmhplCevpjL7,0.67,0.705,301893.0,0.487,8.49e-05,9.0,0.111,-6.407,0.0,0.0603,121.728,4.0,0.311
Ya Acabo,Marca MP,Acoustic/Folk,2/19/2021,1916,340744110,65,616701633,229127001,3944,1239032,0,QZFZ62111678,4H3t8C59tXjKf1R2iKtc5M,0.696,0.673,189408.0,0.326,3.73e-06,0.0,0.103,-7.481,1.0,0.0348,133.309,4.0,0.672
Love You So,The King Khan & BBQ Show,Pop,1/1/2005,1918,16326628,44,7603329,214843956590,215,632600,0,USA3D0700101,5rwQGBi5mdmU7dqNM7x9Oo,0.714,0.398,225881.0,0.909,0.000553,5.0,0.286,-2.493,1.0,0.0593,115.162,4.0,0.644
Dogtooth,"Tyler, The Creator",Hip-Hop/Rap,3/27/2023,1914,141377619,66,20493982,4036849,49738,387490,1,USQX92301932,6OfOzTitafSnsaunQLuNFw,0.505,0.706,161041.0,0.648,0.0,8.0,0.215,-6.348,1.0,0.324,77.533,4.0,0.802
All Too Well 10 Minute Version Taylors Version From The Vault,Taylor Swift,R&B/Soul,11/12/2021,1912,842558786,74,290178261,743331968,1865,827246,1,USUG12103690,5enxwA8aAbwZbf5qCHORXi,0.274,0.631,613027.0,0.518,0.0,0.0,0.088,-8.771,1.0,0.0303,93.023,4.0,0.205
Did It Again,Lil Tecca,R&B/Soul,7/24/2019,1923,440181206,69,109575448,7112170,148,391268,1,USUG11902664,4guBZjUyrGoHsTahO3IHdj,0.185,0.686,116240.0,0.561,0.0,10.0,0.114,-9.929,0.0,0.191,148.775,4.0,0.186
Firestone,Kygo,R&B/Soul,2/9/2015,1928,1106264600,71,1040406066,44057930,42861,17246943,0,SEBGA1400887,1I8tHoNBFTuoJAlh4hfVVE,0.393,0.704,271640.0,0.634,3.17e-05,11.0,0.0952,-7.374,0.0,0.0428,113.927,4.0,0.411
Gossip,MÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½ne,Electronic/Dance,1/13/2023,1925,239288183,71,56033826,206096023,38434,1704066,1,ITB002200841,44Xyja7xYPlVC6v2CeweSi,0.00176,0.704,168280.0,0.819,0.0,9.0,0.094,-2.974,1.0,0.0626,139.921,4.0,0.914
Dangerous Woman,Ariana Grande,R&B/Soul,3/11/2016,1934,1120622892,74,1005463648,533969522,25667,4234563,0,USUM71601826,3nef5W8jTkXrOKgCu4kmq7,0.0529,0.664,235947.0,0.602,0.0,4.0,0.356,-5.369,0.0,0.0412,134.049,3.0,0.289
On,BTS,Pop,2/21/2020,1939,452491920,64,945639729,359662248,9325,1247966,0,QM4TX2001949,0fZRNhPJ4AGmwY7rkpdbqK,0.118,0.583,246381.0,0.817,0.0,9.0,0.338,-5.146,0.0,0.099,105.935,4.0,0.437
Problem,Ariana Grande,Pop,1/1/2014,1930,863631428,70,1514451986,108204850,48871,8231077,0,USUM71405403,5w048fMWMdqxT2UAyXXB1Z,0.0193,0.659,193920.0,0.804,9.08e-06,1.0,0.161,-5.352,0.0,0.154,103.026,4.0,0.618
Supermodel,MÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½ne,Pop,5/13/2022,1936,308183607,64,29232672,401636873,175801,2354432,0,ITB002200385,0eJmsdfbAOM1KD0w50EhlD,0.00159,0.634,148064.0,0.877,0.0,7.0,0.119,-3.413,1.0,0.055,120.965,4.0,0.801
Dont Call Me Up,Mabel,Pop,1/18/2019,1935,1016283394,68,460509010,45585575,198355,9406511,0,GBUM71808052,5WHTFyqSii0lmT9R21abT8,0.296,0.674,178480.0,0.881,3.01e-06,9.0,0.0793,-2.853,1.0,0.147,98.994,4.0,0.234
Bodak Yellow,Cardi B,Pop,6/16/2017,1932,894360950,66,73078701,324949762,65706,6520985,1,USAT21701762,6KBYefIoo7KydImq1uUQlL,0.0659,0.926,223713.0,0.703,0.0,11.0,0.231,-6.337,0.0,0.103,125.022,4.0,0.485
Latch,Disclosure,Rock,1/1/2013,1933,1017438306,71,569083040,568058521,25714,15182802,0,GBUM71302810,51ODNNDZm21HU7wI7cccRr,0.0159,0.503,255632.0,0.726,7.98e-05,1.0,0.0895,-5.456,1.0,0.167,121.981,4.0,0.529
Mourning,Post Malone,Pop,5/19/2023,1938,160305133,62,51153469,44574455,10192,437969,1,USUM72306015,3pI3nzi2Y0Iyj1nATDOeQV,0.0849,0.598,147819.0,0.655,0.0,9.0,0.284,-4.568,1.0,0.0316,74.013,4.0,0.242
How Do You Sleep,Sam Smith,Pop,7/19/2019,1931,972593978,62,489662988,36540464,125065,5795814,0,GBUM71902381,34pRqzRiFcIuyRMuuEayzY,0.154,0.561,202205.0,0.685,0.0,1.0,0.077,-4.891,0.0,0.0835,165.944,4.0,0.363
Asylum,Olivetheboy,Latin,3/1/2024,1940,4792243,64,3218219,67702628,79,480872,0,USQX92400566,1Cek6PV24GtEk4GDWqFbCk,0.674,0.824,182222.0,0.592,0.0617,0.0,0.121,-7.599,0.0,0.0448,108.081,4.0,0.754
Ceilings,Lizzy McAlpine,Indie/Alternative,4/8/2022,1944,540382129,76,33922247,2631370364,24819,1224138,0,GBKPL2280163,2L9N0zZnd37dwF0clgxMGI,0.473,0.516,182888.0,0.322,0.00194,9.0,0.215,-11.762,1.0,0.0292,148.005,3.0,0.261
Love On The Brain,Rihanna,Pop,1/28/2016,1943,1480311407,78,1013766482,2054878,65711,12739673,1,QM5FT1600120,5oO3drDxtziYU2H1X23ZIp,0.0717,0.509,224000.0,0.637,1.08e-05,4.0,0.0789,-4.83,0.0,0.047,172.007,3.0,0.379
Broccoli,DRAM,Latin,4/6/2016,1947,849055927,58,464235914,214959368,1110,4186604,1,USUYG1098775,7yyRTcZmCiyzzJlNzGC9Ol,0.236,0.886,225205.0,0.525,0.0,8.0,0.057,-7.39,1.0,0.131,145.99,4.0,0.708
Stay With Alessia Cara,Zedd,R&B/Soul,2/23/2017,1949,1224136357,70,545665182,137040499,114985,8721927,0,USUM71700736,6uBhi9gBXWjanegOb2Phh0,0.253,0.69,210091.0,0.622,0.0,5.0,0.116,-5.025,0.0,0.0622,102.04,4.0,0.544
Yung Bratz,XXXTENTACION,Hip-Hop/Rap,5/16/2017,1950,442472374,68,99029913,437018233,9,1002168,1,USUYG1142051,2ooF4088y5L72c4YTEJQoB,0.0179,0.755,101851.0,0.695,0.0,9.0,0.107,-5.963,1.0,0.26,128.063,4.0,0.493
Black And Yellow,Wiz Khalifa,Pop,9/14/2010,1960,636986949,69,1110450147,5188475,2912,2807300,1,USAT21001800,18QmsgC86DW2MSBV4zlucP,0.0646,0.684,217667.0,0.834,0.0,2.0,0.271,-4.524,0.0,0.0675,164.02,4.0,0.538
Sahara,Hensonn,R&B/Soul,11/16/2021,1953,274961162,67,196021271,4719697686,707,2819281,1,QMDA72134986,6nqdgUTiWt4JbABDurkxMI,0.146,0.615,171385.0,0.521,0.772,2.0,0.11,-9.488,1.0,0.0318,115.016,4.0,0.045
The Search,NF,Hip-Hop/Rap,5/30/2019,1951,582823215,69,362990075,394839659,79,3986033,0,USUM71907048,3oLe5ZILASG8vU5dxIMfLY,0.598,0.789,248053.0,0.789,0.0,2.0,0.099,-4.813,1.0,0.298,119.95,4.0,0.37
Wiggy,Young Miko,Hip-Hop/Rap,7/21/2023,1962,135841710,61,53263040,1221296456,10927,404918,1,QZXD92300012,4xU4XeklG562EnanWzpY3A,0.0405,0.85,146559.0,0.788,0.0,4.0,0.0829,-5.137,1.0,0.288,93.004,4.0,0.717
Wiggy,Young Miko,Hip-Hop/Rap,7/21/2023,1962,135841710,61,53263040,1221296456,10927,404918,1,QZXD92300012,4xU4XeklG562EnanWzpY3A,0.0405,0.85,146559.0,0.788,0.0,4.0,0.0829,-5.137,1.0,0.288,93.004,4.0,0.717
Wiggy,Young Miko,Hip-Hop/Rap,7/21/2023,1962,135841710,61,53263040,1221296456,10927,404918,1,QZXD92300012,4xU4XeklG562EnanWzpY3A,0.0405,0.85,146559.0,0.788,0.0,4.0,0.0829,-5.137,1.0,0.288,93.004,4.0,0.717
Wiggy,Young Miko,Hip-Hop/Rap,7/21/2023,1962,135841710,61,53263040,1221296456,10927,404918,1,QZXD92300012,4xU4XeklG562EnanWzpY3A,0.0405,0.85,146559.0,0.788,0.0,4.0,0.0829,-5.137,1.0,0.288,93.004,4.0,0.717
Nxde,(G)I-DLE,Pop,10/17/2022,1969,242708368,66,306925934,28580589,3655,452824,0,KRA392200038,7N1X5WzBTCoDh4ocuPlZUC,0.0388,0.728,178453.0,0.912,1.03e-05,0.0,0.473,-1.961,1.0,0.165,136.059,4.0,0.651
Nxde,(G)I-DLE,Pop,10/17/2022,1969,242708368,66,306925934,28580589,3655,452824,0,KRA392200038,7N1X5WzBTCoDh4ocuPlZUC,0.0388,0.728,178453.0,0.912,1.03e-05,0.0,0.473,-1.961,1.0,0.165,136.059,4.0,0.651
Nxde,(G)I-DLE,Pop,10/17/2022,1969,242708368,66,306925934,28580589,3655,452824,0,KRA392200038,7N1X5WzBTCoDh4ocuPlZUC,0.0388,0.728,178453.0,0.912,1.03e-05,0.0,0.473,-1.961,1.0,0.165,136.059,4.0,0.651
Nxde,(G)I-DLE,Pop,10/17/2022,1969,242708368,66,306925934,28580589,3655,452824,0,KRA392200038,7N1X5WzBTCoDh4ocuPlZUC,0.0388,0.728,178453.0,0.912,1.03e-05,0.0,0.473,-1.961,1.0,0.165,136.059,4.0,0.651
Vaina Loca,Ozuna,Latin,6/28/2018,1963,818413674,68,1084871772,66017796,14367,1916459,0,USXDR1800901,48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133.0,0.805,0.0,6.0,0.203,-4.249,1.0,0.0752,93.982,4.0,0.555
Vaina Loca,Ozuna,Latin,6/28/2018,1963,818413674,68,1084871772,66017796,14367,1916459,0,USXDR1800901,48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133.0,0.805,0.0,6.0,0.203,-4.249,1.0,0.0752,93.982,4.0,0.555
Vaina Loca,Ozuna,Latin,6/28/2018,1963,818413674,68,1084871772,66017796,14367,1916459,0,USXDR1800901,48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133.0,0.805,0.0,6.0,0.203,-4.249,1.0,0.0752,93.982,4.0,0.555
Vaina Loca,Ozuna,Latin,6/28/2018,1963,818413674,68,1084871772,66017796,14367,1916459,0,USXDR1800901,48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133.0,0.805,0.0,6.0,0.203,-4.249,1.0,0.0752,93.982,4.0,0.555
Street Runner,Rod Wave,Indie/Alternative,3/10/2021,1961,163921357,64,296510850,64791187,3894,806043,1,USLD91730830,5iMRhOHzze2CujxHiJ6cRL,0.213,0.599,252021.0,0.61,0.000414,5.0,0.151,-8.633,0.0,0.24,159.933,4.0,0.434
Street Runner,Rod Wave,Indie/Alternative,3/10/2021,1961,163921357,64,296510850,64791187,3894,806043,1,USLD91730830,5iMRhOHzze2CujxHiJ6cRL,0.213,0.599,252021.0,0.61,0.000414,5.0,0.151,-8.633,0.0,0.24,159.933,4.0,0.434
Street Runner,Rod Wave,Indie/Alternative,3/10/2021,1961,163921357,64,296510850,64791187,3894,806043,1,USLD91730830,5iMRhOHzze2CujxHiJ6cRL,0.213,0.599,252021.0,0.61,0.000414,5.0,0.151,-8.633,0.0,0.24,159.933,4.0,0.434
Street Runner,Rod Wave,Indie/Alternative,3/10/2021,1961,163921357,64,296510850,64791187,3894,806043,1,USLD91730830,5iMRhOHzze2CujxHiJ6cRL,0.213,0.599,252021.0,0.61,0.000414,5.0,0.151,-8.633,0.0,0.24,159.933,4.0,0.434
Pure Water With Migos,Mustard,R&B/Soul,1/16/2019,1971,726877512,66,383840816,126460343,1339,3804674,1,USUM71823137,3j84U36KvLeXNDPv4t5pI8,0.177,0.68,192471.0,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.018,4.0,0.135
Pure Water With Migos,Mustard,R&B/Soul,1/16/2019,1971,726877512,66,383840816,126460343,1339,3804674,1,USUM71823137,3j84U36KvLeXNDPv4t5pI8,0.177,0.68,192471.0,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.018,4.0,0.135
Pure Water With Migos,Mustard,R&B/Soul,1/16/2019,1971,726877512,66,383840816,126460343,1339,3804674,1,USUM71823137,3j84U36KvLeXNDPv4t5pI8,0.177,0.68,192471.0,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.018,4.0,0.135
Pure Water With Migos,Mustard,R&B/Soul,1/16/2019,1971,726877512,66,383840816,126460343,1339,3804674,1,USUM71823137,3j84U36KvLeXNDPv4t5pI8,0.177,0.68,192471.0,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.018,4.0,0.135
Ay Vamos,J Balvin,Pop,3/3/2014,1966,385438228,68,2103164374,55635484,10723,4433372,0,MXUM71400922,6Ges5C2IE738iJh4HyQizQ,0.157,0.718,226413.0,0.711,5.52e-05,8.0,0.1,-5.746,0.0,0.11,173.916,4.0,0.92
Ay Vamos,J Balvin,Pop,3/3/2014,1966,385438228,68,2103164374,55635484,10723,4433372,0,MXUM71400922,6Ges5C2IE738iJh4HyQizQ,0.157,0.718,226413.0,0.711,5.52e-05,8.0,0.1,-5.746,0.0,0.11,173.916,4.0,0.92
Ay Vamos,J Balvin,Pop,3/3/2014,1966,385438228,68,2103164374,55635484,10723,4433372,0,MXUM71400922,6Ges5C2IE738iJh4HyQizQ,0.157,0.718,226413.0,0.711,5.52e-05,8.0,0.1,-5.746,0.0,0.11,173.916,4.0,0.92
Ay Vamos,J Balvin,Pop,3/3/2014,1966,385438228,68,2103164374,55635484,10723,4433372,0,MXUM71400922,6Ges5C2IE738iJh4HyQizQ,0.157,0.718,226413.0,0.711,5.52e-05,8.0,0.1,-5.746,0.0,0.11,173.916,4.0,0.92
We Found Love,Rihanna,Pop,1/1/2011,1965,1655539775,79,1438850843,831485,192995,12779481,0,USUM71115507,0U10zFw4GlBacOy9VDGfGL,0.025,0.735,215227.0,0.766,0.00141,1.0,0.108,-4.485,1.0,0.0383,127.975,4.0,0.6
We Found Love,Rihanna,Pop,1/1/2011,1965,1655539775,79,1438850843,831485,192995,12779481,0,USUM71115507,0U10zFw4GlBacOy9VDGfGL,0.025,0.735,215227.0,0.766,0.00141,1.0,0.108,-4.485,1.0,0.0383,127.975,4.0,0.6
We Found Love,Rihanna,Pop,1/1/2011,1965,1655539775,79,1438850843,831485,192995,12779481,0,USUM71115507,0U10zFw4GlBacOy9VDGfGL,0.025,0.735,215227.0,0.766,0.00141,1.0,0.108,-4.485,1.0,0.0383,127.975,4.0,0.6
We Found Love,Rihanna,Pop,1/1/2011,1965,1655539775,79,1438850843,831485,192995,12779481,0,USUM71115507,0U10zFw4GlBacOy9VDGfGL,0.025,0.735,215227.0,0.766,0.00141,1.0,0.108,-4.485,1.0,0.0383,127.975,4.0,0.6
Shut Up My Moms Calling,Hotel Ugly,Indie/Alternative,2/10/2020,1983,864865822,82,119059085,1722108635,1966,1727338,0,TCAEQ2083509,3hxIUxnT27p5WcmjGUXNwx,0.325,0.485,164571.0,0.409,0.0,9.0,0.103,-10.711,0.0,0.101,138.419,4.0,0.376
Shut Up My Moms Calling,Hotel Ugly,Indie/Alternative,2/10/2020,1983,864865822,82,119059085,1722108635,1966,1727338,0,TCAEQ2083509,3hxIUxnT27p5WcmjGUXNwx,0.325,0.485,164571.0,0.409,0.0,9.0,0.103,-10.711,0.0,0.101,138.419,4.0,0.376
Shut Up My Moms Calling,Hotel Ugly,Indie/Alternative,2/10/2020,1983,864865822,82,119059085,1722108635,1966,1727338,0,TCAEQ2083509,3hxIUxnT27p5WcmjGUXNwx,0.325,0.485,164571.0,0.409,0.0,9.0,0.103,-10.711,0.0,0.101,138.419,4.0,0.376
Shut Up My Moms Calling,Hotel Ugly,Indie/Alternative,2/10/2020,1983,864865822,82,119059085,1722108635,1966,1727338,0,TCAEQ2083509,3hxIUxnT27p5WcmjGUXNwx,0.325,0.485,164571.0,0.409,0.0,9.0,0.103,-10.711,0.0,0.101,138.419,4.0,0.376
Hell N Back,Bakar,Hip-Hop/Rap,8/14/2019,1975,512194074,71,31571952,1524936587,103595,2988493,1,GBARL1900848,0rVJ6v23RQozOIvr1YotJP,0.314,0.633,213573.0,0.684,8.95e-05,10.0,0.112,-4.314,0.0,0.591,209.688,4.0,0.725
Hell N Back,Bakar,Hip-Hop/Rap,8/14/2019,1975,512194074,71,31571952,1524936587,103595,2988493,1,GBARL1900848,0rVJ6v23RQozOIvr1YotJP,0.314,0.633,213573.0,0.684,8.95e-05,10.0,0.112,-4.314,0.0,0.591,209.688,4.0,0.725
Hell N Back,Bakar,Hip-Hop/Rap,8/14/2019,1975,512194074,71,31571952,1524936587,103595,2988493,1,GBARL1900848,0rVJ6v23RQozOIvr1YotJP,0.314,0.633,213573.0,0.684,8.95e-05,10.0,0.112,-4.314,0.0,0.591,209.688,4.0,0.725
Hell N Back,Bakar,Hip-Hop/Rap,8/14/2019,1975,512194074,71,31571952,1524936587,103595,2988493,1,GBARL1900848,0rVJ6v23RQozOIvr1YotJP,0.314,0.633,213573.0,0.684,8.95e-05,10.0,0.112,-4.314,0.0,0.591,209.688,4.0,0.725
Stand By Me,Lil Durk,Pop,5/26/2023,1978,132870060,69,27715495,62570724,7685,393651,1,USQX92303185,1fXnu2HzxbDtoyvFPWG3Bw,0.0105,0.71,219174.0,0.701,0.0,11.0,0.178,-5.415,1.0,0.0317,134.039,4.0,0.564
Stand By Me,Lil Durk,Pop,5/26/2023,1978,132870060,69,27715495,62570724,7685,393651,1,USQX92303185,1fXnu2HzxbDtoyvFPWG3Bw,0.0105,0.71,219174.0,0.701,0.0,11.0,0.178,-5.415,1.0,0.0317,134.039,4.0,0.564
Stand By Me,Lil Durk,Pop,5/26/2023,1978,132870060,69,27715495,62570724,7685,393651,1,USQX92303185,1fXnu2HzxbDtoyvFPWG3Bw,0.0105,0.71,219174.0,0.701,0.0,11.0,0.178,-5.415,1.0,0.0317,134.039,4.0,0.564
Stand By Me,Lil Durk,Pop,5/26/2023,1978,132870060,69,27715495,62570724,7685,393651,1,USQX92303185,1fXnu2HzxbDtoyvFPWG3Bw,0.0105,0.71,219174.0,0.701,0.0,11.0,0.178,-5.415,1.0,0.0317,134.039,4.0,0.564
Yaad Piya Ki Aane Lagi,Neha Kakkar,Latin,11/16/2019,1976,86910140,56,626799451,569000341,624,202049,0,INS181905489,0TkquWzzuxcrwbCWlTrKYF,0.375,0.858,256678.0,0.833,0.0,5.0,0.112,-3.747,0.0,0.0471,107.977,4.0,0.693
Yaad Piya Ki Aane Lagi,Neha Kakkar,Latin,11/16/2019,1976,86910140,56,626799451,569000341,624,202049,0,INS181905489,0TkquWzzuxcrwbCWlTrKYF,0.375,0.858,256678.0,0.833,0.0,5.0,0.112,-3.747,0.0,0.0471,107.977,4.0,0.693
Yaad Piya Ki Aane Lagi,Neha Kakkar,Latin,11/16/2019,1976,86910140,56,626799451,569000341,624,202049,0,INS181905489,0TkquWzzuxcrwbCWlTrKYF,0.375,0.858,256678.0,0.833,0.0,5.0,0.112,-3.747,0.0,0.0471,107.977,4.0,0.693
Yaad Piya Ki Aane Lagi,Neha Kakkar,Latin,11/16/2019,1976,86910140,56,626799451,569000341,624,202049,0,INS181905489,0TkquWzzuxcrwbCWlTrKYF,0.375,0.858,256678.0,0.833,0.0,5.0,0.112,-3.747,0.0,0.0471,107.977,4.0,0.693
Aok,Tai Verdes,R&B/Soul,5/6/2021,1982,389915082,66,12456282,3623326028,67375,1518022,1,USQX92101406,1sx0XsWUusUoPstbvokZjP,0.125,0.731,173640.0,0.626,0.0,11.0,0.183,-6.919,1.0,0.0805,82.488,4.0,0.862
Aok,Tai Verdes,R&B/Soul,5/6/2021,1982,389915082,66,12456282,3623326028,67375,1518022,1,USQX92101406,1sx0XsWUusUoPstbvokZjP,0.125,0.731,173640.0,0.626,0.0,11.0,0.183,-6.919,1.0,0.0805,82.488,4.0,0.862
Aok,Tai Verdes,R&B/Soul,5/6/2021,1982,389915082,66,12456282,3623326028,67375,1518022,1,USQX92101406,1sx0XsWUusUoPstbvokZjP,0.125,0.731,173640.0,0.626,0.0,11.0,0.183,-6.919,1.0,0.0805,82.488,4.0,0.862
Aok,Tai Verdes,R&B/Soul,5/6/2021,1982,389915082,66,12456282,3623326028,67375,1518022,1,USQX92101406,1sx0XsWUusUoPstbvokZjP,0.125,0.731,173640.0,0.626,0.0,11.0,0.183,-6.919,1.0,0.0805,82.488,4.0,0.862
Shotgun,George Ezra,Pop,3/23/2018,1980,930662973,71,473069489,114370699,141179,7331922,0,GBARL1701372,4ofwffwvvnbSkrMSCKQDaC,0.286,0.673,201287.0,0.735,0.0,5.0,0.242,-4.733,1.0,0.0457,115.744,4.0,0.754
Shotgun,George Ezra,Pop,3/23/2018,1980,930662973,71,473069489,114370699,141179,7331922,0,GBARL1701372,4ofwffwvvnbSkrMSCKQDaC,0.286,0.673,201287.0,0.735,0.0,5.0,0.242,-4.733,1.0,0.0457,115.744,4.0,0.754
Shotgun,George Ezra,Pop,3/23/2018,1980,930662973,71,473069489,114370699,141179,7331922,0,GBARL1701372,4ofwffwvvnbSkrMSCKQDaC,0.286,0.673,201287.0,0.735,0.0,5.0,0.242,-4.733,1.0,0.0457,115.744,4.0,0.754
Shotgun,George Ezra,Pop,3/23/2018,1980,930662973,71,473069489,114370699,141179,7331922,0,GBARL1701372,4ofwffwvvnbSkrMSCKQDaC,0.286,0.673,201287.0,0.735,0.0,5.0,0.242,-4.733,1.0,0.0457,115.744,4.0,0.754
Kiss Me,Dermot Kennedy,Pop,9/2/2022,1973,149237160,65,60539963,52556917,262744,2868389,0,USUG12201963,1ELMCVbADOtZj8tYdS01nI,0.00106,0.645,229436.0,0.843,0.0,0.0,0.065,-2.21,0.0,0.0347,120.082,4.0,0.466
Kiss Me,Dermot Kennedy,Pop,9/2/2022,1973,149237160,65,60539963,52556917,262744,2868389,0,USUG12201963,1ELMCVbADOtZj8tYdS01nI,0.00106,0.645,229436.0,0.843,0.0,0.0,0.065,-2.21,0.0,0.0347,120.082,4.0,0.466
Kiss Me,Dermot Kennedy,Pop,9/2/2022,1973,149237160,65,60539963,52556917,262744,2868389,0,USUG12201963,1ELMCVbADOtZj8tYdS01nI,0.00106,0.645,229436.0,0.843,0.0,0.0,0.065,-2.21,0.0,0.0347,120.082,4.0,0.466
Kiss Me,Dermot Kennedy,Pop,9/2/2022,1973,149237160,65,60539963,52556917,262744,2868389,0,USUG12201963,1ELMCVbADOtZj8tYdS01nI,0.00106,0.645,229436.0,0.843,0.0,0.0,0.065,-2.21,0.0,0.0347,120.082,4.0,0.466
Goosebumps,HVME,Pop,6/12/2020,1999,495274429,63,78671735,354473655,80857,2916022,1,TCAEW2040509,20McUFi8KCIVdNDLrkTDuZ,0.325,0.767,163208.0,0.659,0.0,1.0,0.13,-7.429,1.0,0.0444,124.946,4.0,0.439
Goosebumps,HVME,Pop,6/12/2020,1999,495274429,63,78671735,354473655,80857,2916022,1,TCAEW2040509,20McUFi8KCIVdNDLrkTDuZ,0.325,0.767,163208.0,0.659,0.0,1.0,0.13,-7.429,1.0,0.0444,124.946,4.0,0.439
Goosebumps,HVME,Pop,6/12/2020,1999,495274429,63,78671735,354473655,80857,2916022,1,TCAEW2040509,20McUFi8KCIVdNDLrkTDuZ,0.325,0.767,163208.0,0.659,0.0,1.0,0.13,-7.429,1.0,0.0444,124.946,4.0,0.439
Goosebumps,HVME,Pop,6/12/2020,1999,495274429,63,78671735,354473655,80857,2916022,1,TCAEW2040509,20McUFi8KCIVdNDLrkTDuZ,0.325,0.767,163208.0,0.659,0.0,1.0,0.13,-7.429,1.0,0.0444,124.946,4.0,0.439
Rolex,Ayo & Teo,Latin,3/15/2017,1996,491634627,62,188680059,541006747,1858,4960587,0,USSM11702948,0pSBuHjILhNEo55xK1zrRt,0.0837,0.804,238587.0,0.886,0.0,1.0,0.266,-2.512,1.0,0.04,144.946,4.0,0.789
Rolex,Ayo & Teo,Latin,3/15/2017,1996,491634627,62,188680059,541006747,1858,4960587,0,USSM11702948,0pSBuHjILhNEo55xK1zrRt,0.0837,0.804,238587.0,0.886,0.0,1.0,0.266,-2.512,1.0,0.04,144.946,4.0,0.789
Rolex,Ayo & Teo,Latin,3/15/2017,1996,491634627,62,188680059,541006747,1858,4960587,0,USSM11702948,0pSBuHjILhNEo55xK1zrRt,0.0837,0.804,238587.0,0.886,0.0,1.0,0.266,-2.512,1.0,0.04,144.946,4.0,0.789
Rolex,Ayo & Teo,Latin,3/15/2017,1996,491634627,62,188680059,541006747,1858,4960587,0,USSM11702948,0pSBuHjILhNEo55xK1zrRt,0.0837,0.804,238587.0,0.886,0.0,1.0,0.266,-2.512,1.0,0.04,144.946,4.0,0.789
Whiskey On You,Nate Smith,Rock,5/6/2022,1985,193854805,68,24154881,35905755,238344,466888,0,USRN12200053,0unNLQbn2xlm2nPcB1pdjS,9.91e-05,0.473,183787.0,0.751,0.0181,8.0,0.118,-5.196,1.0,0.0318,110.025,4.0,0.569
Whiskey On You,Nate Smith,Rock,5/6/2022,1985,193854805,68,24154881,35905755,238344,466888,0,USRN12200053,0unNLQbn2xlm2nPcB1pdjS,9.91e-05,0.473,183787.0,0.751,0.0181,8.0,0.118,-5.196,1.0,0.0318,110.025,4.0,0.569
