Track,Artist,Genre,Release Date,All Time Rank,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,AirPlay Spins,Shazam Counts,Explicit Track,Isrc,Spotify_id,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_signature,Valence
Me Reh,Danny Ocean,Electronic/Dance,11/3/2017,1126,1778934858,74,1915123572,158762431,165,6246243,0,USWL11900076,6ifUES3keWjwXgae8pXI3o,0.0231,0.744,205715.0,0.804,0.0,1.0,0.0494,-6.327,1.0,0.0677,104.823,4.0,0.426
Nonsense,Sabrina Carpenter,Pop,7/15/2022,1129,817286460,83,156580179,357890160,108203,1180048,0,USUM72210708,6dgUya35uo964z7GZXM07g,0.0268,0.74,163648.0,0.697,0.0,8.0,0.224,-4.912,1.0,0.034,138.992,4.0,0.732
Run It Up,Lil Tjay,Latin,4/2/2021,1127,392745531,67,96203913,137477748,1558,1432080,1,USSM12101540,1dg3qy5DjoJodawfOCgrTP,0.415,0.88,232048.0,0.575,0.0,6.0,0.109,-6.091,1.0,0.163,120.031,4.0,0.671
Lose You To Love Me,Selena Gomez,Indie/Alternative,10/23/2019,1123,1222228366,72,569150755,519924812,220765,3669533,0,USUM71918727,4l0Mvzj72xxOpRrp6h8nHi,0.55,0.516,206459.0,0.342,0.0,4.0,0.21,-8.985,1.0,0.0425,102.819,4.0,0.0993
Worth It,YK Osiris,Indie/Alternative,2/8/2019,1125,340112388,60,283340446,132694197,11151,1660493,0,USUM71821752,0PQoUlzP7ILdcrzpajHXc0,0.517,0.749,189253.0,0.535,0.0,5.0,0.0942,-4.054,0.0,0.0637,124.004,5.0,0.459
Fight The Feeling,Rod Wave,R&B/Soul,3/31/2023,1128,86327319,51,65828097,137960911,100880,567245,1,USQX92301922,4aA7Lrm6rLGHx5kRMVb7NU,0.0514,0.634,160714.0,0.538,0.0,0.0,0.099,-9.213,1.0,0.0603,168.029,5.0,0.152
Robbery,Juice WRLD,Pop,2/13/2019,1131,1306374052,73,606402216,281781468,113,1815403,1,USUG11900302,6iaSML1PIYq936g62BDtBq,0.328,0.623,240051.0,0.692,0.0,2.0,0.153,-5.122,1.0,0.0504,79.899,4.0,0.566
Bebe Dame,Fuerza Regida,Indie/Alternative,12/16/2022,1132,562099076,70,11080081,1746059702,15119,2289240,0,QZ9QQ2200182,0IKeDy5bT9G0bA7ZixRT4A,0.299,0.529,271862.0,0.602,0.0,7.0,0.0716,-4.629,1.0,0.0458,157.643,4.0,0.756
Green Green Grass,George Ezra,Pop,3/22/2022,1133,300430813,69,103550086,3375488113,182474,2071865,0,GBARL2200008,4N5s8lPTsjI9EGP7K4SXzB,0.0695,0.685,167614.0,0.738,0.0,8.0,0.128,-4.413,1.0,0.0595,112.972,4.0,0.8
Fiel,Los Legendarios,Pop,2/4/2021,1130,642558596,64,357508658,2853555921,45631,2242149,0,QM4TW2136314,7Bk0uXKk1uPT0XuQbpFzvs,0.407,0.849,261667.0,0.701,0.0,6.0,0.112,-4.407,0.0,0.06,98.005,4.0,0.505
Neverita,Bad Bunny,R&B/Soul,5/6/2022,1139,831868563,73,181498962,985066343,30945,1247731,0,QM6MZ2214882,31i56LZnwE6uSu3exoHjtB,0.0706,0.876,173119.0,0.498,0.0,10.0,0.143,-7.511,1.0,0.0478,122.016,4.0,0.428
Infinity,Jaymes Young,Pop,6/23/2017,1138,1059940209,74,569314714,22241102823,191784,8764483,0,USAT21700859,1SOClUWhOi8vHZYMz3GluK,0.148,0.671,237720.0,0.673,5.29e-05,11.0,0.304,-6.941,0.0,0.0444,121.963,4.0,0.494
Popular With Playboi Carti Madonna Music From The Hbo Original Series,The Weeknd,Latin,2/5/2021,1142,812954133,81,66369681,797041217,78013,6377668,1,USUG12303876,6WzRpISELf3YglGAh7TXcG,0.0517,0.854,215467.0,0.674,8.53e-05,1.0,0.509,-6.23,1.0,0.184,99.022,4.0,0.848
Adore U,Fred again..,Pop,8/11/2023,1141,129427492,71,10933079,135983684,43488,663446,0,GBAHS2300908,3YgtkOxZsTuaZdL8McA1FQ,0.582,0.747,220653.0,0.867,0.00413,0.0,0.114,-7.311,1.0,0.088,124.015,4.0,0.684
Numb Little Bug,Em Beihold,R&B/Soul,1/28/2022,1143,360584207,66,41254765,667895022,350811,2132903,0,USUM72200626,3o9kpgkIcffx0iSwxhuNI2,0.327,0.742,169238.0,0.527,0.0,8.0,0.25,-6.892,0.0,0.0769,84.974,4.0,0.638
Loco Contigo,DJ Snake,Pop,6/13/2019,1144,822696809,68,587804570,404031807,98937,6782620,0,USUG11901580,6osaMSJh9NguagEDQcZaKx,0.283,0.827,185195.0,0.757,1.56e-06,6.0,0.102,-2.985,0.0,0.0564,95.983,4.0,0.374
Faz Um Vuk Vuk Teto Espelhado,MC Kevin o Chris,Indie/Alternative,7/20/2023,1145,222879686,68,183254308,315723211,1586,130095,1,BX5EU2300034,64CovjRwInpOJW4PiGMprY,0.504,0.92,138462.0,0.413,0.0514,7.0,0.133,-7.901,0.0,0.0752,130.078,4.0,0.679
Suicidal,YNW Melly,R&B/Soul,11/22/2019,1146,572441305,67,317626075,1659032393,2061,2287665,1,QMCE31902585,1iSqfoUFnQwV0QW1EfUit8,0.334,0.735,222997.0,0.369,0.0,9.0,0.126,-9.682,0.0,0.0688,140.004,4.0,0.235
Photo From Luka Chuppi,Karan Sehmbi,R&B/Soul,2/12/2019,1149,72849488,54,329389939,246534268,646,215757,0,INS181900313,5wdlz4N7s1Xyr4y4RXhZJM,0.103,0.739,177159.0,0.644,0.0,0.0,0.189,-5.881,0.0,0.0503,94.996,4.0,0.315
Sky,Playboi Carti,Latin,12/25/2020,1147,710319373,74,183959519,363975031,1582,1537393,1,USUM72024699,29TPjc8wxfz4XMn21O7VsZ,0.258,0.785,193234.0,0.903,0.0,2.0,0.169,-4.184,1.0,0.21,139.98,4.0,0.565
Payphone,Maroon 5,Pop,1/1/2012,1153,1828026153,78,1051247406,397860038,83578,11327684,1,USUM71203347,1XGmzt0PVuFgQYYnV2It7A,0.0188,0.743,231173.0,0.752,0.0,4.0,0.287,-4.813,1.0,0.0414,110.015,4.0,0.545
I Like Me Better,Lauv,Hip-Hop/Rap,5/19/2017,1152,1784308411,75,837720618,886160801,225675,7684583,0,GBWWP1702907,4MagTPnkPiDuIa4P8GtW1b,0.534,0.753,197437.0,0.505,2.58e-06,9.0,0.104,-7.621,1.0,0.255,91.972,4.0,0.419
Runaway,OneRepublic,Pop,5/26/2023,1154,127466467,67,13668402,9346042,259287,1350255,0,USUM72304684,07fbDnkKdZGk1gLvknxrns,0.0258,0.629,143265.0,0.691,0.0,3.0,0.0615,-5.512,0.0,0.0513,163.065,4.0,0.766
On My Love,Zara Larsson,Pop,9/12/2023,1159,128024416,7,14394570,8090936,129069,934544,0,USSM12306769,0dxp7DyPJEo6JhtnjUtBnN,0.07,0.5,222000.0,0.69,0.0,10.0,0.09,-4.99,0.0,0.04,123.05,4.0,0.3
Mujeriego,Ryan Castro,Latin,12/17/2021,1158,285723562,63,316060497,6484877304,17619,3132192,0,COSO12100328,4jiYaQVHzMfKhEeLypWpNO,0.0628,0.758,142500.0,0.621,0.0,9.0,0.0809,-8.033,1.0,0.125,79.949,4.0,0.92
Miss The Rage,Trippie Redd,Pop,5/7/2021,1160,535695469,6,171889127,1011224005,3186,1525672,1,QZJ842000983,5n4FTCMefvyKUjeWumdaWv,0.0151,0.581,236883.0,0.877,0.0,8.0,0.826,-4.938,1.0,0.114,77.006,4.0,0.353
Legends,Juice WRLD,Pop,6/22/2018,1166,681282854,63,186468599,157362351,70,1025107,1,USUG11801263,6BjtaWm1T4kDWAqHrf8vEi,0.114,0.586,192036.0,0.82,0.0,8.0,0.134,-4.791,0.0,0.072,142.107,4.0,0.391
Black Beatles,Rae Sremmurd,R&B/Soul,8/12/2016,1164,972005229,69,1178473071,184153973,37555,12673047,1,USUM71603293,6fujklziTHa8uoM5OQSfIo,0.142,0.794,291893.0,0.632,0.0,0.0,0.128,-6.163,1.0,0.0649,145.926,4.0,0.355
Girls Want Girls With Lil Baby,Drake,Hip-Hop/Rap,9/3/2021,1168,459480135,68,94845922,550340528,1996,1506723,1,USUG12104399,37Nqx7iavZpotJSDXZWbJ3,0.181,0.767,221980.0,0.438,0.0,7.0,0.142,-8.726,0.0,0.29,86.975,4.0,0.381
Slow Dancing In The Dark,Joji,Indie/Alternative,9/12/2018,1167,1291244134,29,576756813,1853292133,1059,1785813,1,ZZOPM1800452,6rY5FAWxCdAGllYEOZMbjW,0.544,0.517,209274.0,0.479,0.00598,3.0,0.191,-7.458,1.0,0.0261,88.968,4.0,0.284
Addicted,Zerb,Pop,3/29/2024,1170,63142772,79,320436,63352002,22016,512040,1,NLRD52350359,5ZUIPLoTLJZrPQh2kFZEUM,0.0245,0.771,152250.0,0.741,0.000163,5.0,0.111,-7.132,0.0,0.0374,120.064,4.0,0.19
Besos Moja2,Wisin & Yandel,Pop,9/29/2022,1176,416361102,69,251373932,1931498021,35473,739386,0,USSD12200829,6OzUIp8KjuwxJnCWkXp1uL,0.0584,0.736,229065.0,0.727,1.91e-06,5.0,0.0976,-4.642,0.0,0.0571,94.048,4.0,0.644
Wake Up In The Sky,Gucci Mane,R&B/Soul,9/14/2018,1173,996942947,71,614755305,424030507,63944,6648622,1,USAT21811087,2G1tXoGBaEMJ7FKGnkf6ud,0.00381,0.8,203161.0,0.578,0.0,4.0,0.367,-5.144,0.0,0.0485,143.01,4.0,0.367
Chanel,Becky G,Pop,3/30/2023,1175,287853890,65,267142398,550080768,1280,546765,0,USRC12300804,1DBXfbLYNqIlPwxjUxDxaR,0.395,0.851,201993.0,0.676,0.00342,2.0,0.0907,-5.738,1.0,0.0366,132.007,3.0,0.523
Otro Trago,Sech,Hip-Hop/Rap,4/18/2019,1172,693061510,63,1315371330,81046643,11331,3179632,1,QM9WM1900120,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.746,225933.0,0.7,0.000159,0.0,0.11,-4.669,1.0,0.341,176.044,4.0,0.619
Back In Blood,Pooh Shiesty,Hip-Hop/Rap,11/6/2020,1180,378239461,62,477876565,230352883,96321,1280704,1,USAT22007048,7FGdjbZ32vMybPuP0IuE7d,0.151,0.759,184490.0,0.538,0.0,8.0,0.126,-8.256,0.0,0.384,146.933,4.0,0.831
Jugaste Y Sufr,Eslabon Armado,Acoustic/Folk,12/18/2020,1182,492509763,70,420395103,624633508,244,2849462,0,USE7D2000268,3NqBxTOMCJ3zW9CIP51td4,0.632,0.39,275194.0,0.499,0.000497,7.0,0.115,-7.778,1.0,0.0381,200.156,1.0,0.34
Una Foto Remix,Mesita,Latin,1/5/2024,1181,206001461,78,45907269,13500000,11512,394118,0,UYS642300003,1kqH58eGh2ZTOHwqBIB2tM,0.313,0.76,243899.0,0.703,0.0,6.0,0.0784,-3.667,1.0,0.0631,96.033,4.0,0.739
Religiously,Bailey Zimmerman,Indie/Alternative,3/17/2023,1178,225556005,73,23904394,56949752,154327,594487,0,USWB12300537,0bILU0UiNDmA5Ff6whhb2R,0.426,0.57,178723.0,0.67,0.0,1.0,0.108,-6.519,1.0,0.0274,140.924,4.0,0.593
What Happened To Virgil,Lil Durk,Pop,3/11/2022,1179,144889291,59,98375891,515213856,131447,1047166,1,USQX92200954,7ohROa13QK43JBRqfCmz4P,0.067,0.795,181393.0,0.526,2e-06,6.0,0.134,-9.086,0.0,0.204,140.037,4.0,0.194
Hello,Adele,Indie/Alternative,10/23/2015,1186,1550553401,68,347935820,707793848,52436,11659524,0,GBBKS1500214,1Yk0cQdMLx5RzzFTYwmuld,0.33,0.578,295502.0,0.43,0.0,5.0,0.0854,-6.134,0.0,0.0305,78.991,4.0,0.288
Hay Lupita,Lomiiel,Hip-Hop/Rap,3/28/2024,1187,22692011,71,51510163,84927420,1909,516845,0,QZHNA2429530,5jFA0f4ZDGLbQP4nxzL8D4,0.00204,0.845,105836.0,0.583,0.000459,0.0,0.11,-3.455,1.0,0.287,145.078,4.0,0.903
Gatita,Bellakath,Latin,10/5/2022,1184,218661601,57,173995566,2353588008,13477,873692,0,QZPLR2286558,5cjyPvpE6SnzEMwhpcSA0F,0.16,0.895,153063.0,0.847,0.223,7.0,0.338,-5.25,1.0,0.0519,101.006,4.0,0.735
World On Fire,Nate Smith,Rock,4/28/2023,1183,100360956,69,12196961,57109846,242951,415236,0,USRN12300006,5ya0TmUQw2wHMkq36rPsnd,0.000219,0.461,189987.0,0.887,0.0,11.0,0.104,-4.871,0.0,0.0429,95.964,4.0,0.411
Love You Anyway,Luke Combs,Pop,2/10/2023,1185,164507374,67,47201934,220946119,146916,624045,0,US6XF2100158,2kYevr8cbIAH2ha8210Bnz,0.149,0.532,229627.0,0.489,0.0,4.0,0.237,-7.419,1.0,0.0311,139.807,4.0,0.32
Mojabi Ghost,Tainy,Pop,6/29/2023,1188,368429447,75,74049864,6911099,4683,715485,1,USA2P2331985,46YjJXVXWHlQ21odKktg5e,0.0125,0.782,232131.0,0.787,5.97e-05,9.0,0.112,-2.533,1.0,0.0334,122.021,4.0,0.533
N95,Kendrick Lamar,Pop,5/13/2022,1194,426936498,74,124386115,186922543,13141,1452569,1,USUM72208963,0fX4oNGBWO3dSGUZcVdVV2,0.377,0.79,195950.0,0.67,2.32e-06,1.0,0.119,-5.527,1.0,0.105,139.956,4.0,0.408
Niagara Falls Foot Or 2 With Travis Scott 21 Savage,Metro Boomin,Hip-Hop/Rap,12/2/2022,1191,325654069,71,21886334,19,311,660445,1,USUG12208792,4WuOWVnAqvEQxgSRrspBgt,0.175,0.667,207307.0,0.648,0.000155,2.0,0.147,-5.117,1.0,0.284,87.975,4.0,0.254
Gucci Gang,Lil Pump,Latin,8/31/2017,1189,648757330,55,1402505864,243585831,13516,2724063,1,USWB11701486,43ZyHQITOjhciSUUNPVRHc,0.239,0.936,124056.0,0.523,0.0,5.0,0.117,-6.71,1.0,0.0597,119.889,4.0,0.699
La Bebe,Yng Lvcas,Hip-Hop/Rap,12/24/2021,1198,255707376,64,132383657,3229349729,3835,1296219,1,QZTAT2174000,4SnyBiq6GS7IOmpjYqPVeg,0.62,0.78,223000.0,0.46,0.0,2.0,0.12,-8.34,0.0,0.35,169.9,4.0,0.75
Bye,Peso Pluma,Latin,5/26/2023,1196,252239644,65,157154307,1121997176,692,415733,1,QM6P42321186,6f8wbdo8KU5ETWJA7lapgS,0.567,0.782,212976.0,0.812,0.00045,0.0,0.101,-6.613,1.0,0.0469,122.063,3.0,0.7
Ld,Luclover,Hip-Hop/Rap,4/22/2022,1199,34621941,36,4019929,5720070197,261,539017,1,QZHN42243265,2h6JDalJeyxUVo0gErJSYE,0.127,0.857,103374.0,0.359,0.0,3.0,0.125,-17.395,0.0,0.512,130.127,4.0,0.871
Wolves,Selena Gomez,Electronic/Dance,10/25/2017,1200,1358424406,71,930929767,253791542,104652,7290982,0,USUM71712103,0tBbt8CrmxbjRP0pueQkyU,0.124,0.725,197993.0,0.804,0.0,11.0,0.204,-4.614,0.0,0.0422,124.996,4.0,0.31
Scars To Your Beautiful,Alessia Cara,Rock,11/13/2015,1201,1422563654,71,710718042,736544909,171774,113684,0,USUM71506811,0wI7QkCcs8FUQE1OkXUIqd,0.0285,0.319,230240.0,0.739,0.0,0.0,0.111,-5.74,1.0,0.272,194.169,4.0,0.449
Friends,V,Pop,3/15/2024,1203,196612187,85,38102046,26700,5014,226475,0,USA2P2411822,0PBTlQ84CBJF0tBnKGmQa6,0.0315,0.466,148082.0,0.601,0.0,8.0,0.0927,-4.468,1.0,0.053,53.376,4.0,0.627
Surface Pressure,Jessica Darrow,Hip-Hop/Rap,11/19/2021,1204,318018082,65,580242930,1100134488,2041,466130,0,USWD12112914,760jhRscwGbIIe1m1IIQpU,0.0174,0.65,202227.0,0.584,1.54e-06,2.0,0.042,-8.286,1.0,0.307,180.088,4.0,0.37
Praise God,Kanye West,R&B/Soul,8/29/2021,1208,451323154,67,75632640,4707280248,1395,3075257,0,USUM72116287,0WSEq9Ko4kFPt8yo3ICd6T,0.00904,0.798,226653.0,0.545,9.48e-05,1.0,0.258,-6.466,1.0,0.168,118.029,4.0,0.212
El Azul,Junior H,Pop,2/10/2023,1206,684103586,76,125144381,622470844,112,764296,0,QZ9QQ2300115,1haJsMtoBhHfvuM7XWuT3W,0.232,0.561,187226.0,0.643,8.45e-06,0.0,0.0986,-7.118,1.0,0.054,143.907,3.0,0.842
Earfquake,"Tyler, The Creator",Indie/Alternative,5/17/2019,1207,962546385,76,262134097,247993418,1834,1242490,1,USQX91901111,5hVghJ4KaYES3BFUATCYn0,0.23,0.554,190067.0,0.498,5.98e-06,9.0,0.795,-8.866,1.0,0.0685,79.635,4.0,0.413
Ya Suprame En V,Grupo Firme,Indie/Alternative,8/13/2021,1210,347218974,57,662346628,394751759,9924,1337426,0,QZDQH2148787,230KSxk14541umr44W2vCM,0.443,0.433,189050.0,0.4,0.0,0.0,0.776,-6.5,1.0,0.108,75.478,3.0,0.577
If U Think Im Pretty,Artemas,Indie/Alternative,10/24/2023,1212,219995278,78,25556375,561266399,1072,757462,1,QZTB92397158,1ACA277B6f46DYCgZW8di3,0.541,0.535,128206.0,0.622,0.0209,8.0,0.402,-5.771,1.0,0.0593,143.533,4.0,0.457
Fin De Semana,Oscar Maydon,R&B/Soul,1/13/2023,1211,568846143,76,209204080,19351144,275,896673,0,QZ9QQ2300040,6TBzRwnX2oYd8aOrOuyK1p,0.0628,0.699,224921.0,0.541,0.0,0.0,0.0916,-4.943,1.0,0.0826,98.395,4.0,0.365
My Oh My,Camila Cabello,R&B/Soul,12/6/2019,1218,703865912,68,344504691,2298790080,243345,3703911,0,USSM11914257,3yOlyBJuViE2YSGn3nVE1K,0.018,0.724,170746.0,0.491,1.29e-05,8.0,0.0887,-6.024,1.0,0.0296,105.046,4.0,0.383
Forever After All,Luke Combs,Pop,10/23/2020,1217,472886929,70,247466941,454676514,272994,1332172,0,US6XF2000192,6IBcOGPsniK3Pso1wHIhew,0.191,0.487,232533.0,0.65,0.0,0.0,0.0933,-5.195,1.0,0.0253,151.964,4.0,0.456
Hello,Pop Smoke,R&B/Soul,7/20/2020,1213,578061816,67,261251373,259813719,34512,2481910,1,USUM72014370,5uAqN06nSD4MB2RlAsWwqc,0.0187,0.905,190534.0,0.647,0.0,10.0,0.282,-5.065,0.0,0.107,130.97,4.0,0.367
Numb,Marshmello,Latin,6/10/2022,1219,401066217,69,54641192,172191,196397,2292241,0,USRC12202117,10xV5l9nhLvFpR8mqzs0bL,0.121,0.912,155589.0,0.774,0.0127,0.0,0.101,-4.673,0.0,0.0455,119.966,4.0,0.632
Ojapiano,KCee,Pop,6/3/2023,1222,27444985,56,30407112,619648663,1210,1476897,0,QZNJW2329848,6WZVnqQ9OZRSGZmXyHHlV3,0.0444,0.628,168421.0,0.795,0.00189,10.0,0.582,-6.27,0.0,0.0366,114.003,4.0,0.565
Area Codes,Kaliii,Hip-Hop/Rap,3/17/2023,1220,228240866,68,71928705,1249845764,90410,1338659,1,USAT22301942,7sliFe6W30tPBPh6dvZsIH,0.0187,0.823,139326.0,0.388,0.0,1.0,0.0876,-10.867,1.0,0.491,154.569,4.0,0.507
Medallo,Blessd,Latin,10/27/2021,1224,452087681,65,509694751,754567803,31265,1414880,1,COA6W2102282,6lX6l7OuA3qrnIRfdsr0dw,0.568,0.787,233453.0,0.7,0.00051,4.0,0.663,-4.598,0.0,0.0768,90.02,4.0,0.791
Riptide,Vance Joy,Pop,1/1/2013,1223,2541833602,80,533440453,3108986398,132498,16496792,0,AULI01385760,2uXlHCUbq9OMUwx3hrk06o,0.436,0.483,204280.0,0.731,0.0,1.0,0.151,-6.696,1.0,0.0381,101.654,4.0,0.484
Ch Y La Pizza,Fuerza Regida,Indie/Alternative,12/1/2022,1230,511421362,75,265678775,204148897,227,739587,1,QZ9QQ2200104,1ySH55O0zbQBR77q8wQEyn,0.401,0.661,136913.0,0.6,0.0,8.0,0.141,-4.495,1.0,0.125,148.666,3.0,0.848
In Ha Mood,Ice Spice,Hip-Hop/Rap,1/6/2023,1234,190126590,63,71742798,1435693104,94993,1093911,1,USUG12300365,0yUaLqhsVsguBpoOPL4cO7,0.678,0.767,129362.0,0.722,1.1e-05,0.0,0.231,-6.586,1.0,0.31,141.075,4.0,0.52
All Mine,Brent Faiyaz,Indie/Alternative,7/8/2022,1232,315014005,71,77564375,366123920,101865,1112722,1,QM24S2203185,3XgGQ1wjo5khvq2UImjyNF,0.428,0.617,216063.0,0.378,9.16e-05,9.0,0.11,-8.54,1.0,0.0315,141.967,4.0,0.22
Let Me Know I Wonder Why Freestyle,Juice WRLD,R&B/Soul,7/1/2019,1231,503584339,72,125086953,126546185,9,1953038,1,USUG11903494,3wwo0bJvDSorOpNfzEkfXx,0.172,0.635,215381.0,0.537,0.0,7.0,0.418,-7.895,0.0,0.0832,125.028,4.0,0.383
The Night We Met,Lord Huron,Acoustic/Folk,2/9/2015,1226,2097181065,84,807672690,1722597041,11224,8832956,0,US53Q1200103,5yJaXWIErrrsjQ3J0eR5aK,0.968,0.44,208227.0,0.378,0.272,2.0,0.639,-9.545,1.0,0.045,174.121,3.0,0.105
Playa Del Ingl,Quevedo,Latin,12/15/2022,1227,347558532,67,151166424,323188246,18093,687719,0,ES5152201707,3y33vvSSP8dNie0hDK4CvF,0.0822,0.792,237525.0,0.736,0.0,7.0,0.109,-3.254,0.0,0.047,112.994,4.0,0.656
Talk,Yeat,Pop,9/2/2022,1229,242057987,67,39581789,109453452,127,999699,1,USUM72216448,0oO1AbL92F6329z13C2qQH,0.0883,0.695,174857.0,0.756,0.0,4.0,0.575,-4.772,0.0,0.23,139.951,4.0,0.235
Kya Loge Tum,B Praak,Pop,5/15/2023,1238,89701636,57,375460772,15339768,272,104287,0,INUM72300286,7v0t3o17J796y9OG2n3ebl,0.189,0.69,233684.0,0.738,0.0,0.0,0.109,-4.046,1.0,0.0533,113.824,3.0,0.642
Nonstop,Drake,R&B/Soul,6/29/2018,1239,1118459427,71,409939539,2167216619,242,4021390,1,USCM51800191,0TlLq3lA83rQOYtrqBqSct,0.0165,0.912,238614.0,0.412,0.0126,7.0,0.104,-8.074,1.0,0.123,154.983,4.0,0.423
Love Dive,IVE,Pop,4/5/2022,1243,397988770,69,583304882,1878718115,3065,468601,0,KRA382204375,0Q5VnK2DYzRyfqQRJuUtvi,0.00379,0.703,177187.0,0.709,5.43e-05,1.0,0.333,-4.169,0.0,0.0433,117.941,4.0,0.538
Go Stupid,Polo G,Hip-Hop/Rap,2/14/2020,1241,416388749,69,122253253,940333420,9098,1046790,1,USQX92000261,4PklAHGXT5ityno3IA8SKd,0.0277,0.92,165726.0,0.833,0.0,1.0,0.0596,-3.18,1.0,0.253,141.034,4.0,0.645
Popstar,DJ Khaled,Hip-Hop/Rap,7/17/2020,1247,712664065,63,384597914,247613041,93,3773076,1,USSM12004501,6EDO9iiTtwNv6waLwa1UUq,0.057,0.8,200221.0,0.56,0.0,5.0,0.134,-4.818,0.0,0.261,163.071,4.0,0.45
Lovesick Girls,BLACKPINK,Pop,10/2/2020,1248,561712007,65,959285337,694367550,23131,977988,0,KRA402000136,4Ws314Ylb27BVsvlZOy30C,0.00559,0.654,194765.0,0.707,0.0,6.0,0.0873,-5.661,1.0,0.0664,127.97,4.0,0.448
Solo,Clean Bandit,R&B/Soul,5/17/2018,1246,1042065058,64,90354845,3283690900,94478,14928007,0,GBAHS1800328,3NuK5xMlSlB6K2Qp16zf3h,0.0357,0.74,222707.0,0.622,4.85e-05,11.0,0.356,-4.608,0.0,0.0446,104.966,4.0,0.556
Una Vida Pasada,Camilo,Latin,4/2/2024,1249,50955386,81,40003695,40019764,4576,217303,0,USSD12400106,2mLTxNa0bwZX8eNBsuODLX,0.656,0.768,218500.0,0.679,3.66e-05,7.0,0.143,-5.539,0.0,0.0411,89.975,4.0,0.948
Coraz,Maluma,Pop,11/3/2017,1251,598040653,64,1871767126,44176203,19241,3689896,0,USSD11700459,5cepAtqnEQ6yVG6088zMMu,0.328,0.722,184720.0,0.738,1.47e-05,9.0,0.198,-6.073,0.0,0.247,198.075,4.0,0.748
Fantasias,Rauw Alejandro,Latin,8/29/2019,1253,663578551,67,1120507756,121300058,18961,1795507,0,QM6P41989279,6mAN61JH0dzyZpWslS11jy,0.143,0.879,199711.0,0.703,0.0,1.0,0.0569,-4.219,1.0,0.0701,94.004,4.0,0.788
Am,Nio Garcia,Hip-Hop/Rap,1/28/2021,1257,361357607,57,668095711,1087148231,12106,767913,1,QM4TW2137909,2dNhNlpZAtV4lwAFW45LIv,0.399,0.83,182496.0,0.517,8.95e-05,6.0,0.0916,-6.416,0.0,0.333,171.959,4.0,0.616
Te Lo Agradezco,Kany GarcÃÂ¯ÃÂ¿ÃÂ½,Indie/Alternative,7/27/2023,1258,169162533,73,210403837,22480064,9599,623417,0,US5022300029,14k3Rb7Xgte9fsndjdenmq,0.301,0.549,183667.0,0.584,0.0,7.0,0.109,-3.976,1.0,0.147,179.839,3.0,0.594
Plebada,El Alfa,Latin,6/8/2023,1260,148677837,65,254704259,724569,3440,405352,0,QM6P42370020,7uSLF2yhpjLlYBLtyPX3Lb,0.286,0.848,221739.0,0.976,0.000801,9.0,0.349,-2.008,1.0,0.0799,115.072,4.0,0.767
Marea Weve Lost Da,Fred again..,Pop,2/22/2021,1259,336943720,71,31888669,155341425,61528,5947514,0,GBAHS2100041,5Z8Dj3LtbyCMiwE86rhg2f,0.0681,0.761,285375.0,0.781,0.108,5.0,0.0607,-6.778,0.0,0.141,123.023,4.0,0.473
Fall In Love,Bailey Zimmerman,Indie/Alternative,2/11/2022,1262,262185115,71,121592933,149251921,187078,1389636,0,USWB12200122,0rCFRyEy4WXjRXNpO80Dzs,0.451,0.524,232059.0,0.643,0.0,9.0,0.221,-6.055,1.0,0.0297,135.962,4.0,0.397
Cupid,FIFTY FIFTY,Latin,2/24/2023,1256,212084990,37,191028847,543360467,41846,1249929,0,KSA012239180,4TqmTBSWsZXMj3LouLEvXn,0.533,0.769,174518.0,0.724,0.0,2.0,0.299,-5.388,1.0,0.0326,120.057,4.0,0.905
Guilty As Sin,Taylor Swift,Acoustic/Folk,4/18/2024,1264,165611453,78,9873283,6383500,323,79964,0,USUG12401036,799KrpEbhZp0MHeiA8YK9P,0.607,0.626,254366.0,0.428,0.0,2.0,0.0921,-8.374,1.0,0.0261,94.95,3.0,0.487
Waiting For Love,Avicii,Pop,1/1/2015,1263,1397975653,74,1701608739,154837616,56643,10834953,0,CHB701400134,2P4OICZRVAQcYAV2JReRfj,0.31,0.579,230613.0,0.736,0.0,6.0,0.198,-3.863,0.0,0.0527,127.999,4.0,0.613
Bomb,Daddy Yankee,Latin,3/25/2022,1272,129335327,60,215778342,2692316483,15812,914770,1,USUG12201723,4OAPnWJ3J5w4c4IBLh2chn,0.0028,0.843,182413.0,0.789,2.41e-05,7.0,0.0322,-2.801,1.0,0.247,125.071,4.0,0.571
Every Chance I Get,DJ Khaled,Rock,4/30/2021,1271,352955079,68,285741830,177512619,84880,2091659,1,USSM12102263,1EJIcDYXwSqipW5dFe4uJz,0.000866,0.477,236524.0,0.727,0.0,2.0,0.108,-4.053,1.0,0.286,150.062,4.0,0.227
Mo Bamba,Sheck Wes,R&B/Soul,9/19/2017,1266,1056346890,71,498454408,1247183383,32288,6159848,1,QM24S1703585,1xzBco0xcoJEDXktl7Jxrr,0.194,0.729,183907.0,0.625,0.00986,4.0,0.248,-5.266,1.0,0.0315,146.034,4.0,0.261
